url;file;result;test
-;-;-;freeRouter v25.10.2-cur, done by sprscc13@mrn0b0dy.
-;-;-;2025-10-02 22:54:29, took 00:41:01, with 1 workers, on 66 cases, 0 failed, 0 traces, 0 retries
-;-;-;java -Xmx256m -jar rtr.jar, null
http://sources.freertr.org/cfg/intop9-bgp01.tst;intop9-bgp01.tst;success;interop9: ebgp
http://sources.freertr.org/cfg/intop9-bgp02.tst;intop9-bgp02.tst;success;interop9: ibgp
http://sources.freertr.org/cfg/intop9-bgp03.tst;intop9-bgp03.tst;success;interop9: bgp locpref
http://sources.freertr.org/cfg/intop9-bgp04.tst;intop9-bgp04.tst;success;interop9: bgp origin
http://sources.freertr.org/cfg/intop9-bgp05.tst;intop9-bgp05.tst;success;interop9: bgp metric
http://sources.freertr.org/cfg/intop9-bgp06.tst;intop9-bgp06.tst;success;interop9: bgp community
http://sources.freertr.org/cfg/intop9-bgp07.tst;intop9-bgp07.tst;success;interop9: bgp aspath
http://sources.freertr.org/cfg/intop9-bgp08.tst;intop9-bgp08.tst;success;interop9: bgp with labels
http://sources.freertr.org/cfg/intop9-bgp09.tst;intop9-bgp09.tst;success;interop9: bgp addpath
http://sources.freertr.org/cfg/intop9-bgp10.tst;intop9-bgp10.tst;success;interop9: bgp prefix withdraw
http://sources.freertr.org/cfg/intop9-bgp11.tst;intop9-bgp11.tst;success;interop9: bgp vpnv4
http://sources.freertr.org/cfg/intop9-bgp12.tst;intop9-bgp12.tst;success;interop9: bgp authentication
http://sources.freertr.org/cfg/intop9-bgp13.tst;intop9-bgp13.tst;success;interop9: bgp vpnv6
http://sources.freertr.org/cfg/intop9-bgp14.tst;intop9-bgp14.tst;success;interop9: vpls/ldp over bgp
http://sources.freertr.org/cfg/intop9-bgp15.tst;intop9-bgp15.tst;success;interop9: vpls/bgp over bgp
http://sources.freertr.org/cfg/intop9-bgp16.tst;intop9-bgp16.tst;success;interop9: bgp extended community
