url;file;result;test
-;-;-;freeRouter v25.12.11-cur, done by sprscc13@mrn0b0dy.
-;-;-;2025-12-12 00:55:03, took 01:23:23, with 1 workers, on 154 cases, 0 failed, 0 traces, 1 retries
-;-;-;java -Xmx256m -jar rtr.jar, null
http://sources.freertr.org/cfg/intop1-bgp01.tst;intop1-bgp01.tst;success;interop1: ebgp
http://sources.freertr.org/cfg/intop1-bgp02.tst;intop1-bgp02.tst;success;interop1: ibgp
http://sources.freertr.org/cfg/intop1-bgp03.tst;intop1-bgp03.tst;success;interop1: bgp locpref
http://sources.freertr.org/cfg/intop1-bgp04.tst;intop1-bgp04.tst;success;interop1: bgp origin
http://sources.freertr.org/cfg/intop1-bgp05.tst;intop1-bgp05.tst;success;interop1: bgp metric
http://sources.freertr.org/cfg/intop1-bgp06.tst;intop1-bgp06.tst;success;interop1: bgp community
http://sources.freertr.org/cfg/intop1-bgp07.tst;intop1-bgp07.tst;success;interop1: bgp aspath
http://sources.freertr.org/cfg/intop1-bgp08.tst;intop1-bgp08.tst;success;interop1: bgp with labels
http://sources.freertr.org/cfg/intop1-bgp09.tst;intop1-bgp09.tst;success;interop1: bgp addpath
http://sources.freertr.org/cfg/intop1-bgp10.tst;intop1-bgp10.tst;success;interop1: bgp prefix withdraw
http://sources.freertr.org/cfg/intop1-bgp11.tst;intop1-bgp11.tst;success;interop1: bgp vpnv4
http://sources.freertr.org/cfg/intop1-bgp12.tst;intop1-bgp12.tst;success;interop1: bgp authentication
http://sources.freertr.org/cfg/intop1-bgp13.tst;intop1-bgp13.tst;success;interop1: bgp vpnv6
http://sources.freertr.org/cfg/intop1-bgp14.tst;intop1-bgp14.tst;success;interop1: vpls/ldp over bgp
http://sources.freertr.org/cfg/intop1-bgp15.tst;intop1-bgp15.tst;success;interop1: vpls/bgp over bgp
http://sources.freertr.org/cfg/intop1-bgp16.tst;intop1-bgp16.tst;success;interop1: bgp extended community
http://sources.freertr.org/cfg/intop1-bgp17.tst;intop1-bgp17.tst;success;interop1: evpn/cmac over bgp
http://sources.freertr.org/cfg/intop1-bgp18.tst;intop1-bgp18.tst;success;interop1: bgp 6pe
http://sources.freertr.org/cfg/intop1-bgp19.tst;intop1-bgp19.tst;success;interop1: bgp aigp
http://sources.freertr.org/cfg/intop1-bgp20.tst;intop1-bgp20.tst;success;interop1: bgp with php labels
http://sources.freertr.org/cfg/intop1-bgp21.tst;intop1-bgp21.tst;success;interop1: bgp large community
http://sources.freertr.org/cfg/intop1-bgp22.tst;intop1-bgp22.tst;success;interop1: vpls/ldp cw over bgp
http://sources.freertr.org/cfg/intop1-bgp23.tst;intop1-bgp23.tst;success;interop1: bgp ao authentication
http://sources.freertr.org/cfg/intop1-bgp24.tst;intop1-bgp24.tst;success;interop1: bgp vpnv4 over srv6
http://sources.freertr.org/cfg/intop1-bgp25.tst;intop1-bgp25.tst;success;interop1: bgp vpnv6 over srv6
http://sources.freertr.org/cfg/intop1-dhcp01.tst;intop1-dhcp01.tst;success;interop1: dhcp server
http://sources.freertr.org/cfg/intop1-dhcp02.tst;intop1-dhcp02.tst;success;interop1: dhcp client
http://sources.freertr.org/cfg/intop1-dns.tst;intop1-dns.tst;success;interop1: dns
http://sources.freertr.org/cfg/intop1-eigrp01.tst;intop1-eigrp01.tst;success;interop1: eigrp
http://sources.freertr.org/cfg/intop1-eigrp02.tst;intop1-eigrp02.tst;success;interop1: eigrp prefix withdraw
http://sources.freertr.org/cfg/intop1-eth01.tst;intop1-eth01.tst;success;interop1: ethernet encapsulation
http://sources.freertr.org/cfg/intop1-eth02.tst;intop1-eth02.tst;success;interop1: dot1q encapsulation
http://sources.freertr.org/cfg/intop1-eth03.tst;intop1-eth03.tst;success;interop1: spantree nonroot
http://sources.freertr.org/cfg/intop1-eth04.tst;intop1-eth04.tst;success;interop1: spantree root
http://sources.freertr.org/cfg/intop1-eth05.tst;intop1-eth05.tst;success;interop1: point2point ethernet encapsulation
http://sources.freertr.org/cfg/intop1-eth06.tst;intop1-eth06.tst;success;interop1: lacp
http://sources.freertr.org/cfg/intop1-eth07.tst;intop1-eth07.tst;success;interop1: fragmentation and reassembly
http://sources.freertr.org/cfg/intop1-eth08.tst;intop1-eth08.tst;success;interop1: sgt encapsulation
http://sources.freertr.org/cfg/intop1-eth09.tst;intop1-eth09.tst;success;interop1: verify source
http://sources.freertr.org/cfg/intop1-eth10.tst;intop1-eth10.tst;success;interop1: qinq encapsulation
